,Date_Time,Water_Level,Water_Level_Spline
0,2020-01-01 03:11:00,0.8,0.8
1,2020-01-01 08:53:00,,0.9
2,2020-01-01 15:15:00,,1.0
3,2020-01-01 22:07:00,,1.1
4,2020-01-02 04:07:00,,1.2000000000000002
5,2020-01-02 09:44:00,1.3,1.3
6,2020-01-02 16:01:00,0.6,0.6
7,2020-01-02 22:56:00,1.4,1.4
8,2020-01-03 05:13:00,,1.4
9,2020-01-03 10:49:00,,1.4
10,2020-01-03 16:55:00,,1.4
11,2020-01-03 23:49:00,1.4,1.4
12,2020-01-04 06:25:00,0.8,0.8
13,2020-01-04 12:06:00,,0.8
14,2020-01-04 17:59:00,,0.8
15,2020-01-05 00:43:00,,0.8
16,2020-01-05 07:30:00,,0.8
17,2020-01-05 13:23:00,,0.8
18,2020-01-05 19:05:00,0.8,0.8
19,2020-01-06 01:36:00,,0.75
20,2020-01-06 08:25:00,,0.7000000000000001
21,2020-01-06 14:30:00,,0.65
22,2020-01-06 20:06:00,,0.6
23,2020-01-07 02:26:00,,0.55
24,2020-01-07 09:11:00,0.5,0.5
25,2020-01-07 15:25:00,1.3,1.3
26,2020-01-07 21:00:00,,1.18
27,2020-01-08 03:13:00,,1.06
28,2020-01-08 09:53:00,,0.94
29,2020-01-08 16:12:00,,0.82
30,2020-01-08 21:50:00,0.7,0.7
31,2020-01-09 03:58:00,1.6,1.6
32,2020-01-09 10:33:00,,1.55
33,2020-01-09 16:56:00,1.5,1.5
34,2020-01-09 22:37:00,,1.525
35,2020-01-10 04:42:00,,1.55
36,2020-01-10 11:13:00,,1.5750000000000002
37,2020-01-10 17:39:00,1.6,1.6
38,2020-01-10 23:22:00,0.6,0.6
39,2020-01-11 05:26:00,1.7,1.7
40,2020-01-11 11:53:00,0.2,0.2
41,2020-01-11 18:22:00,,0.2
42,2020-01-12 00:08:00,,0.2
43,2020-01-12 06:11:00,,0.2
44,2020-01-12 12:34:00,0.2,0.2
45,2020-01-12 19:06:00,,0.35
46,2020-01-13 00:54:00,0.5,0.5
47,2020-01-13 06:56:00,1.7,1.7
48,2020-01-13 13:16:00,0.2,0.2
49,2020-01-13 19:52:00,,0.6666666666666667
50,2020-01-14 01:43:00,,1.1333333333333335
51,2020-01-14 07:44:00,1.6,1.6
52,2020-01-14 14:00:00,,1.6
53,2020-01-14 20:39:00,,1.6
54,2020-01-15 02:35:00,,1.6
55,2020-01-15 08:35:00,,1.6
56,2020-01-15 14:46:00,,1.6
57,2020-01-15 21:30:00,1.6,1.6
58,2020-01-16 03:33:00,0.6,0.6
59,2020-01-16 09:31:00,1.4,1.4
60,2020-01-16 15:37:00,0.4,0.4
61,2020-01-16 22:26:00,1.6,1.6
62,2020-01-17 04:39:00,,1.4500000000000002
63,2020-01-17 10:36:00,1.3,1.3
64,2020-01-17 16:35:00,,1.4500000000000002
65,2020-01-17 23:26:00,1.6,1.6
66,2020-01-18 05:53:00,,1.4500000000000002
67,2020-01-18 11:53:00,1.3,1.3
68,2020-01-18 17:42:00,,1.4
69,2020-01-19 00:31:00,1.5,1.5
70,2020-01-19 07:11:00,,1.4666666666666668
71,2020-01-19 13:17:00,,1.4333333333333333
72,2020-01-19 18:58:00,,1.4
73,2020-01-20 01:36:00,,1.3666666666666667
74,2020-01-20 08:19:00,,1.3333333333333335
75,2020-01-20 14:35:00,1.3,1.3
76,2020-01-20 20:11:00,,1.325
77,2020-01-21 02:36:00,,1.35
78,2020-01-21 09:15:00,,1.375
79,2020-01-21 15:39:00,1.4,1.4
80,2020-01-21 21:13:00,,1.45
81,2020-01-22 03:29:00,1.5,1.5
82,2020-01-22 10:02:00,,1.2333333333333334
83,2020-01-22 16:31:00,,0.9666666666666667
84,2020-01-22 22:05:00,0.7,0.7
85,2020-01-23 04:15:00,1.6,1.6
86,2020-01-23 10:42:00,0.4,0.4
87,2020-01-23 17:14:00,,0.8
88,2020-01-23 22:50:00,,1.2000000000000002
89,2020-01-24 04:56:00,1.6,1.6
90,2020-01-24 11:18:00,0.3,0.3
91,2020-01-24 17:53:00,,0.7333333333333334
92,2020-01-24 23:30:00,,1.1666666666666667
93,2020-01-25 05:33:00,1.6,1.6
94,2020-01-25 11:52:00,,1.6
95,2020-01-25 18:28:00,,1.6
96,2020-01-26 00:07:00,,1.6
97,2020-01-26 06:07:00,1.6,1.6
98,2020-01-26 12:25:00,,1.34
99,2020-01-26 19:01:00,,1.08
100,2020-01-27 00:43:00,,0.8200000000000001
101,2020-01-27 06:40:00,,0.56
102,2020-01-27 12:58:00,0.3,0.3
103,2020-01-27 19:33:00,,0.44999999999999996
104,2020-01-28 01:19:00,0.6,0.6
105,2020-01-28 07:13:00,1.5,1.5
106,2020-01-28 13:30:00,,1.2333333333333334
107,2020-01-28 20:05:00,,0.9666666666666667
108,2020-01-29 01:55:00,0.7,0.7
109,2020-01-29 07:47:00,,0.55
110,2020-01-29 14:03:00,0.4,0.4
111,2020-01-29 20:37:00,1.5,1.5
112,2020-01-30 02:34:00,0.7,0.7
113,2020-01-30 08:23:00,,0.7
114,2020-01-30 14:36:00,,0.7
115,2020-01-30 21:12:00,,0.7
116,2020-01-31 03:16:00,0.7,0.7
117,2020-01-31 09:04:00,1.3,1.3
118,2020-01-31 15:12:00,0.6,0.6
119,2020-01-31 21:49:00,,0.7999999999999999
120,2020-02-01 04:05:00,,1.0
121,2020-02-01 09:53:00,1.2,1.2
122,2020-02-01 15:53:00,,1.0333333333333332
123,2020-02-01 22:34:00,,0.8666666666666667
124,2020-02-02 05:06:00,0.7,0.7
125,2020-02-02 10:56:00,,0.7
126,2020-02-02 16:46:00,0.7,0.7
127,2020-02-02 23:30:00,,0.8666666666666666
128,2020-02-03 06:19:00,,1.0333333333333332
129,2020-02-03 12:19:00,1.2,1.2
130,2020-02-03 17:59:00,0.8,0.8
131,2020-02-04 00:35:00,,0.75
132,2020-02-04 07:33:00,0.7,0.7
133,2020-02-04 13:46:00,,0.75
134,2020-02-04 19:22:00,0.8,0.8
135,2020-02-05 01:43:00,1.4,1.4
136,2020-02-05 08:36:00,0.6,0.6
137,2020-02-05 14:57:00,1.3,1.3
138,2020-02-05 20:34:00,,1.4
139,2020-02-06 02:46:00,1.5,1.5
140,2020-02-06 09:27:00,,1.45
141,2020-02-06 15:52:00,1.4,1.4
142,2020-02-06 21:34:00,,1.5
143,2020-02-07 03:40:00,1.6,1.6
144,2020-02-07 10:13:00,,1.55
145,2020-02-07 16:39:00,1.5,1.5
146,2020-02-07 22:26:00,0.6,0.6
147,2020-02-08 04:30:00,1.6,1.6
148,2020-02-08 10:56:00,0.3,0.3
149,2020-02-08 17:23:00,,0.4
150,2020-02-08 23:13:00,0.5,0.5
151,2020-02-09 05:17:00,1.7,1.7
152,2020-02-09 11:38:00,0.2,0.2
153,2020-02-09 18:06:00,,0.35
154,2020-02-09 23:59:00,0.5,0.5
155,2020-02-10 06:03:00,,0.9333333333333333
156,2020-02-10 12:19:00,,1.3666666666666667
157,2020-02-10 18:48:00,1.8,1.8
158,2020-02-11 00:44:00,0.4,0.4
159,2020-02-11 06:48:00,,0.8666666666666667
160,2020-02-11 13:00:00,,1.3333333333333333
161,2020-02-11 19:32:00,1.8,1.8
162,2020-02-12 01:30:00,,1.775
163,2020-02-12 07:34:00,,1.75
164,2020-02-12 13:42:00,,1.725
165,2020-02-12 20:15:00,1.7,1.7
166,2020-02-13 02:17:00,,1.2333333333333334
167,2020-02-13 08:22:00,,0.7666666666666667
168,2020-02-13 14:25:00,0.3,0.3
169,2020-02-13 21:01:00,1.7,1.7
170,2020-02-14 03:08:00,,1.675
171,2020-02-14 09:13:00,,1.65
172,2020-02-14 15:12:00,,1.625
173,2020-02-14 21:50:00,1.6,1.6
174,2020-02-15 04:04:00,0.6,0.6
175,2020-02-15 10:12:00,,0.8999999999999999
176,2020-02-15 16:04:00,,1.2
177,2020-02-15 22:46:00,1.5,1.5
178,2020-02-16 05:12:00,,1.2333333333333334
179,2020-02-16 11:26:00,,0.9666666666666667
180,2020-02-16 17:09:00,0.7,0.7
181,2020-02-16 23:52:00,1.4,1.4
182,2020-02-17 06:34:00,,1.2999999999999998
183,2020-02-17 12:57:00,1.2,1.2
184,2020-02-17 18:33:00,0.8,0.8
185,2020-02-18 01:07:00,,0.8
186,2020-02-18 07:56:00,,0.8
187,2020-02-18 14:27:00,,0.8
188,2020-02-18 20:03:00,0.8,0.8
189,2020-02-19 02:20:00,,0.8
190,2020-02-19 09:00:00,,0.8
191,2020-02-19 15:34:00,,0.8
192,2020-02-19 21:13:00,0.8,0.8
193,2020-02-20 03:19:00,1.4,1.4
194,2020-02-20 09:48:00,,1.4
195,2020-02-20 16:23:00,1.4,1.4
196,2020-02-20 22:04:00,,1.4249999999999998
197,2020-02-21 04:07:00,,1.45
198,2020-02-21 10:27:00,,1.475
199,2020-02-21 17:02:00,1.5,1.5
200,2020-02-21 22:44:00,,1.5
201,2020-02-22 04:46:00,,1.5
202,2020-02-22 11:01:00,,1.5
203,2020-02-22 17:35:00,,1.5
204,2020-02-22 23:19:00,,1.5
205,2020-02-23 05:20:00,1.5,1.5
206,2020-02-23 11:33:00,0.3,0.3
207,2020-02-23 18:05:00,1.6,1.6
208,2020-02-23 23:52:00,,1.55
209,2020-02-24 05:52:00,1.5,1.5
210,2020-02-24 12:03:00,0.3,0.3
211,2020-02-24 18:33:00,,0.7
212,2020-02-25 00:23:00,,1.0999999999999999
213,2020-02-25 06:23:00,1.5,1.5
214,2020-02-25 12:33:00,,1.55
215,2020-02-25 19:00:00,1.6,1.6
216,2020-02-26 00:54:00,,1.6
217,2020-02-26 06:54:00,,1.6
218,2020-02-26 13:02:00,,1.6
219,2020-02-26 19:27:00,1.6,1.6
220,2020-02-27 01:26:00,,1.5666666666666667
221,2020-02-27 07:25:00,,1.5333333333333334
222,2020-02-27 13:31:00,,1.5
223,2020-02-27 19:54:00,,1.4666666666666666
224,2020-02-28 01:59:00,,1.4333333333333333
225,2020-02-28 07:57:00,1.4,1.4
226,2020-02-28 14:01:00,0.5,0.5
227,2020-02-28 20:23:00,,0.8
228,2020-02-29 02:34:00,,1.1
229,2020-02-29 08:33:00,1.4,1.4
230,2020-02-29 14:32:00,,1.45
231,2020-02-29 20:56:00,1.5,1.5
232,2020-03-01 03:14:00,0.6,0.6
233,2020-03-01 09:16:00,1.3,1.3
234,2020-03-01 15:09:00,0.6,0.6
235,2020-03-01 21:37:00,1.4,1.4
236,2020-03-02 04:05:00,0.6,0.6
237,2020-03-02 10:12:00,,0.6499999999999999
238,2020-03-02 15:57:00,0.7,0.7
239,2020-03-02 22:30:00,1.4,1.4
240,2020-03-03 05:13:00,0.7,0.7
241,2020-03-03 11:30:00,,0.75
242,2020-03-03 17:10:00,0.8,0.8
243,2020-03-03 23:42:00,1.3,1.3
244,2020-03-04 06:39:00,,1.25
245,2020-03-04 13:07:00,1.2,1.2
246,2020-03-04 18:50:00,,1.0
247,2020-03-05 01:07:00,,0.8
248,2020-03-05 07:58:00,0.6,0.6
249,2020-03-05 14:28:00,,0.6499999999999999
250,2020-03-05 20:18:00,0.7,0.7
251,2020-03-06 02:23:00,,0.6749999999999999
252,2020-03-06 08:59:00,,0.6499999999999999
253,2020-03-06 15:28:00,,0.625
254,2020-03-06 21:22:00,0.6,0.6
255,2020-03-07 03:25:00,1.5,1.5
256,2020-03-07 09:50:00,,1.5
257,2020-03-07 16:17:00,1.5,1.5
258,2020-03-07 22:14:00,0.5,0.5
259,2020-03-08 04:18:00,,0.8999999999999999
260,2020-03-08 10:35:00,,1.2999999999999998
261,2020-03-08 17:01:00,1.7,1.7
262,2020-03-08 23:00:00,,1.7
263,2020-03-09 05:05:00,1.7,1.7
264,2020-03-09 11:17:00,,1.75
265,2020-03-09 17:43:00,1.8,1.8
266,2020-03-09 23:45:00,,1.75
267,2020-03-10 05:51:00,1.7,1.7
268,2020-03-10 11:59:00,,1.4
269,2020-03-10 18:25:00,,1.1
270,2020-03-11 00:27:00,,0.8
271,2020-03-11 06:35:00,,0.5
272,2020-03-11 12:40:00,0.2,0.2
273,2020-03-11 19:06:00,,0.2
274,2020-03-12 01:10:00,,0.2
275,2020-03-12 07:20:00,,0.2
276,2020-03-12 13:21:00,0.2,0.2
277,2020-03-12 19:47:00,1.7,1.7
278,2020-03-13 01:54:00,,1.44
279,2020-03-13 08:06:00,,1.1800000000000002
280,2020-03-13 14:03:00,,0.9200000000000002
281,2020-03-13 20:30:00,,0.6600000000000001
282,2020-03-14 02:40:00,0.4,0.4
283,2020-03-14 08:56:00,1.5,1.5
284,2020-03-14 14:47:00,,1.1666666666666667
285,2020-03-14 21:15:00,,0.8333333333333334
286,2020-03-15 03:31:00,0.5,0.5
287,2020-03-15 09:52:00,,0.8
